title,subject,interal_id,url,id_number,description
Amines,Organic chemistry,x56be16f4,https://www.khanacademy.org/science/organic-chemistry/amines-topic,amines-topic,Amines are found in many biologically active molecules. Two examples are the charmingly named putrescine and cadaverine  which are formed by the breakdown of amino acids. We will be discussing the IUPAC nomenclature of amines.
Spectroscopy,Organic chemistry,x8adbb6ac,https://www.khanacademy.org/science/organic-chemistry/spectroscopy-jay,spectroscopy-jay,Spectroscopy is the study of how light interacts with matter. We can use spectroscopy to determine the structure and functional groups in organic compounds. We will be learning about how to use IR  UV/Vis  and NMR spectroscopy.
Intro to biology,Biology,x3072dc12,https://www.khanacademy.org/science/biology/intro-to-biology,intro-to-biology,New to biology? You're in the right place! Start your biological journey here.
Chemistry of life,Biology,x676dc616,https://www.khanacademy.org/science/biology/chemistry--of-life,chemistry--of-life,Learn how chemistry makes life possible! From you  to your dog  to your dinner  to the global ecosystem  all living systems are made out of atoms that obey the basic rules of chemistry. Here  you can learn about the key properties of atoms  including what particles they contain  how they are organized  and how they form chemical bonds with one another.
Water acids and bases,Biology,xad41fac7,https://www.khanacademy.org/science/biology/water-acids-and-bases,water-acids-and-bases,Where would we be without water? Well  we probably wouldn't exist at all!  Learn more about this fascinating molecule: its hydrogen bonds  its properties  and why it's a key ingredient for biological systems of all sizes. Plus  brush up on the acid-base chemistry that takes place in water (and learn how it works in your own bloodstream)!
Properties of carbon,Biology,x3b0a9408,https://www.khanacademy.org/science/biology/properties-of-carbon,properties-of-carbon,Did you know that your body is approximately 18% carbon? Learn more about carbon and why it makes a great building block for biological molecules. We'll look at the bonding properties of carbon  the structures of hydrocarbons  different types of isomerism  and some functional groups important in biology.
Macromolecules,Biology,x378be429,https://www.khanacademy.org/science/biology/macromolecules,macromolecules,There's an old saying  "You are what you eat." In some senses  this is literally true! When we eat food  we take in the large biological molecules found in the food  including carbohydrates  proteins  lipids (such as fats)  and nucleic acids (such as DNA)  and use them to power our cells and build our bodies. Dive into the different types of macromolecules  what they are made up of  and how they are built up and broken down.
Energy and enzymes,Biology,x9ad19cd0,https://www.khanacademy.org/science/biology/energy-and-enzymes,energy-and-enzymes,You  like other living systems  are an amazing energy transformer. As you move your eyes to read these words  your body is busily converting chemical energy from your lunch into kinetic energy and thermal energy (heat). Learn more about how biological energy transfers work  as well as how protein machines called enzymes direct metabolic traffic through your cells.
Structure of a cell,Biology,x165544a8,https://www.khanacademy.org/science/biology/structure-of-a-cell,structure-of-a-cell,You  my friend  are made up of cells. Lots and lots of them. Some of them are eukaryotic (human)  but many more of them are prokaryotic  thanks to the friendly bacteria of your gut  skin  and other body systems. Jump in to learn more about prokaryotic and eukaryotic cells and the complex and beautiful structures inside of them.
Membranes and transport,Biology,xdffb52d5,https://www.khanacademy.org/science/biology/membranes-and-transport,membranes-and-transport,How do the cells in your body define their boundaries (and control what comes in or goes out)? As it turns out  cells have a sophisticated and flexible barrier  the plasma membrane  and a wide array of strategies for transporting molecules in and out. Learn more about what the membrane's made of and how different types of molecules move across it.
Cellular respiration,Biology,x43050e3d,https://www.khanacademy.org/science/biology/cellular-respiration-and-fermentation,cellular-respiration-and-fermentation,How do your cells extract energy from the food that you eat? As it turns out  cells have a network of elegant metabolic pathways dedicated to just this task. Learn more about cellular respiration  fermentation  and other processes that extract energy from fuel molecules like glucose.
Photosynthesis,Biology,xcb133ebd,https://www.khanacademy.org/science/biology/photosynthesis-in-plants,photosynthesis-in-plants,There's a lot of carbon in your body - in DNA  proteins  carbohydrates  fats  and other key biological molecules. How did that carbon get there? Drumroll... photosynthesis! Learn how plants and other photosynthetic organisms use light energy to make sugars from carbon dioxide and water  bringing both chemical energy and readily usable carbon into Earth’s global ecosystem.
Cell signaling,Biology,x84061818,https://www.khanacademy.org/science/biology/cell-signaling,cell-signaling,Did you know that your cells are continually "talking" to one another? Cells communicate by sending and receiving chemical signals. This molecular conversation allows the cells in your body to coordinate their activities  forming a functional  harmonious whole (a.k.a.  you!). Learn more about the remarkable process of cell signaling.
Cell division,Biology,xc30c1ada,https://www.khanacademy.org/science/biology/cellular-molecular-biology,cellular-molecular-biology,All living things  including you  are made up of cells. Find out how cells divide through mitosis and meiosis  how the cell cycle is controlled  and how problems in cell cycle control can lead to cancer.
Classical and molecular genetics,Biology,x9576dbb9,https://www.khanacademy.org/science/biology/classical-genetics,classical-genetics,Have you ever been told that you have your mother's eyes or grandfather's nose? Learn why traits run in families and how they're passed on. We'll look at Mendel's model of inheritance  see how it's been revised and extended in the past 150 years  and get a sneak preview of the modern concept of a gene.
DNA as the genetic material,Biology,x33d4a4bd,https://www.khanacademy.org/science/biology/dna-as-the-genetic-material,dna-as-the-genetic-material,What exactly is DNA? This seemingly simple polymer  made up of just four different types of monomers  serves as the genetic material for all living organisms. For example  your DNA provides instructions for building and maintaining your unique body and can be passed on if you have children. Learn more about the discovery  structure  and synthesis of this remarkable molecule.
Central dogma (DNA to RNA to protein),Biology,xf6c99121,https://www.khanacademy.org/science/biology/gene-expression-central-dogma,gene-expression-central-dogma,How does a gene in your DNA provide instructions for building a protein? In gene expression  a DNA sequence is first copied to make an RNA molecule  which is then "decoded" to build a protein. Learn more about this remarkable process  shared by all living things.
Gene regulation,Biology,xde1031b5,https://www.khanacademy.org/science/biology/gene-regulation,gene-regulation,You have tens of thousands of genes in your genome. Does that mean your cells express all of those genes  all the time? Not by a long shot! Even an organism as simple as a bacterium must carefully regulate gene expression  ensuring that the right genes are expressed at the right time. Learn more about the mechanisms cells use to turn genes "on" and "off."
Biotechnology,Biology,x1b57989c,https://www.khanacademy.org/science/biology/biotech-dna-technology,biotech-dna-technology,What is biotechnology? Well  if you've ever taken the antibiotic penicillin or eaten bread made with yeast  you've experienced it firsthand! Biotechnology is the use of a living organism  or some component of a living system  to make a useful product. Learn more about modern biotechnology and how it is used in research and biomedical applications.
Developmental biology,Biology,x92f1df45,https://www.khanacademy.org/science/biology/developmental-biology,developmental-biology,Did you know that a frog starts out as a single cell? In fact  so do dogs  elephants  and even human beings! Learn how multicellular organisms end up with many different cell types  organized into the tissues and organs of the body.
Bacteria and archaea,Biology,xeea661d7,https://www.khanacademy.org/science/biology/bacteria-archaea,bacteria-archaea,They're everywhere. They number in the millions of trillions of trillions. They live on every surface  in every environment  and even in your gut. That's right...I'm talking about prokaryotes! Learn more about bacteria and archaea.
Viruses,Biology,x41e306aa,https://www.khanacademy.org/science/biology/biology-of-viruses,biology-of-viruses,Viruses: Are they alive? Are they dead? Are they...undead? Learn more about these fascinating (and clinically important) particles that occupy a "gray area" between living and non-living things.
Evolution and the tree of life,Biology,x2239497e,https://www.khanacademy.org/science/biology/her,her,Discover the diversity of life on Earth and the forces that shape it! In this section  you can learn about evolution  natural selection  and the tree of life  as well as basic population genetics. Special bonus: take a peek into the amazing worlds of bacteria and viruses.
History of life on Earth,Biology,xda241cdb,https://www.khanacademy.org/science/biology/history-of-life-on-earth,history-of-life-on-earth,Our planet has an amazing history spanning about 4.5 billion years! Learn more about how Earth formed  the early history of life on Earth  and the origins of humans.
Ecology,Biology,xdff2fbf6,https://www.khanacademy.org/science/biology/ecology,ecology,Why are polar bears found only in the Arctic? Why does mildew grow in your shower and not (hopefully) in your sock drawer? Learn how ecologists study the interactions between organisms and their environment  and how these interactions affect where  and in what numbers  different types of organisms are found.
Biodiversity and conservation,Biology,xadaf2584,https://www.khanacademy.org/science/biology/biodiversity-and-conservation,biodiversity-and-conservation,From penguins to palm trees to bacteria  our planet is host to an awe-inspiring diversity of organisms. Dive deep into Earth's breathtaking biodiversity  learn why this biodiversity is in peril today  and discover what you can do to protect the species and ecosystems that support human life on Earth. This content is provided by the California Academy of Sciences.
Behavioral biology,Biology,x91a2727a,https://www.khanacademy.org/science/biology/behavioral-biology,behavioral-biology,What do a dog begging for food  and ant leaving a chemical trail to food  and a human baby learning language all have in common? These are all examples of behaviors. Behavior is a crucial way that animals interact with each other and with their environment. Learn more about types of animal behaviors and how behavior is shaped by genes and environment.
Principles of physiology,Biology,x5a51621b,https://www.khanacademy.org/science/biology/principles-of-physiology,principles-of-physiology,How is your body organized? How do your organ systems work together to keep you running? What keeps your blood at the right pH or your body at the right temperature? Learn more about tissues  organs  and organ systems and the control mechanisms that keep internal conditions steady in humans and other animals.
Human biology,Biology,xb67ac68d,https://www.khanacademy.org/science/biology/human-biology,human-biology,Your body is an amazing system! The human body is made up of groups of organs  called organ systems  that work together to keep the body in balance. In this section  we'll travel from the circulatory system  to the nervous system  to the immune system and beyond. Learn about the amazing biology that keeps your body ticking!
Plant biology,Biology,xc3f49c81,https://www.khanacademy.org/science/biology/plant-biology,plant-biology,Plants may seem less interactive than animals. But they actually have many ways of responding to their environment  changing their growth or physiology to make the best use of available resources. Learn more about plants and their response to environmental cues.
Crash Course Biology and Ecology,Biology,x761836ed,https://www.khanacademy.org/science/biology/crash-course-bio-ecology,crash-course-bio-ecology,Brush up on a wide range of biology topics  from biochemistry to mitosis to ecology  with fun and informative Crash Course videos!
Meet the biology professional,Biology,x4d60f70f,https://www.khanacademy.org/science/biology/meet-the-biology-professional,meet-the-biology-professional,Do you enjoy your biology class  like nature  have an interest in medicine  or simply feel lots of curiosity about living things? If so  you may be thinking about focusing on or majoring in biology. Learn more about what it's like to be a biologist by hearing from professionals in a wide range of fields  from primatology to personalized genetics to high school teaching!
Biology foundations,High school biology,x885eb5c8d95ebea5,https://www.khanacademy.org/science/high-school-biology/hs-biology-foundations,hs-biology-foundations,An introduction to biology along with a review of the chemistry basics to help you understand the beauty of life!
Cells,High school biology,xb7761d4d294a52cf,https://www.khanacademy.org/science/high-school-biology/hs-cells,hs-cells,You  my friend  are made up of cells. Lots and lots of them. Jump in to learn more about prokaryotic and eukaryotic cells and the complex and beautiful structures inside them.
Energy and transport,High school biology,x2f96e8f78fc0abfb,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport,hs-energy-and-transport,Learn more about types of transfer and how organisms use photosynthesis and cellular respiration to convert and transfer energy.
Reproduction and cell division,High school biology,x9ea80122e39e628e,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,hs-reproduction-and-cell-division,All living things are made up of cells. Find out how cells divide through mitosis  how the cell cycle is controlled  and meiosis.
Classical genetics,High school biology,xff15ca7111d118e1,https://www.khanacademy.org/science/high-school-biology/hs-classical-genetics,hs-classical-genetics,Have you ever been told that you have your mother's eyes or grandfather's nose? Learn why traits run in families and how they're passed on. We'll look at Mendel's model of inheritance and learn how it's been revised and extended in the past 150 years.
Molecular genetics,High school biology,x4ccb20292569236d,https://www.khanacademy.org/science/high-school-biology/hs-molecular-genetics,hs-molecular-genetics,DNA serves as the genetic material for all living organisms. Learn more about the structure and synthesis of this remarkable molecule  and how genes in your DNA provide instructions for building proteins.
Evolution,High school biology,xa25abd8faadc58a8,https://www.khanacademy.org/science/high-school-biology/hs-evolution,hs-evolution,Discover the diversity of life on Earth and the forces that shape it! In this section  you can learn about evolution  natural selection  and the tree of life.
Human body systems,High school biology,x068c4cd773402cd8,https://www.khanacademy.org/science/high-school-biology/hs-human-body-systems,hs-human-body-systems,Your body is an amazing system! The human body is made up of groups of organs  called organ systems  that work together to keep the body in balance. In this section  we'll travel from the circulatory system  to the nervous system  to the immune system and beyond. Learn about the amazing biology that keeps your body ticking!
Ecology,High school biology,xca365da90f461901,https://www.khanacademy.org/science/high-school-biology/hs-ecology,hs-ecology,Why are polar bears found only in the Arctic? Why does mildew grow in your shower and not (hopefully) in your sock drawer? Learn how ecologists study the interactions between organisms and their environment  and how these interactions affect where  and in what numbers  different types of organisms are found.
Chemistry of life,AP®︎ Biology,x7fe76676467b4eaa,https://www.khanacademy.org/science/ap-biology/chemistry-of-life,chemistry-of-life,
Cell structure and function,AP®︎ Biology,x8d8e2eb4255f8463,https://www.khanacademy.org/science/ap-biology/cell-structure-and-function,cell-structure-and-function,
Cellular energetics,AP®︎ Biology,xa7d6c798d1bfb3dd,https://www.khanacademy.org/science/ap-biology/cellular-energetics,cellular-energetics,
Cell communication and cell cycle,AP®︎ Biology,xe5f9aafd55e1a8c6,https://www.khanacademy.org/science/ap-biology/cell-communication-and-cell-cycle,cell-communication-and-cell-cycle,
Heredity,AP®︎ Biology,xc2f0d3911ebf6389,https://www.khanacademy.org/science/ap-biology/heredity,heredity,
Gene expression and regulation,AP®︎ Biology,xf27e51df90a7a6f4,https://www.khanacademy.org/science/ap-biology/gene-expression-and-regulation,gene-expression-and-regulation,
Natural selection,AP®︎ Biology,x80285c4dbda146ef,https://www.khanacademy.org/science/ap-biology/natural-selection,natural-selection,
Ecology,AP®︎ Biology,x00c0be944b64a1f3,https://www.khanacademy.org/science/ap-biology/ecology-ap,ecology-ap,
Worked examples of AP®︎ Biology free response questions,AP®︎ Biology,x8adee4e904b27b41,https://www.khanacademy.org/science/ap-biology/worked-examples-ap-biology,worked-examples-ap-biology,Watch worked examples of free response questions from the 2015 AP®︎ Biology exam.
AP®︎ Biology standards mappings,AP®︎ Biology,xe14b6ea885364f96,https://www.khanacademy.org/science/ap-biology/ap-biology-standards-mappings,ap-biology-standards-mappings,Dig into the world of AP®︎ Biology and find out how our free course material aligns with the standards set by the College Board.
Scale of the universe,Cosmology and astronomy,xf5991d77,https://www.khanacademy.org/science/cosmology-and-astronomy/universe-scale-topic,universe-scale-topic,Things in our universe can be unimaginably large and small.  In this topic  we'll try to imagine the unimaginable!
Stars black holes and galaxies,Cosmology and astronomy,x0ba2bf5b,https://www.khanacademy.org/science/cosmology-and-astronomy/stellar-life-topic,stellar-life-topic,Our universe is defined by stars.  This topic explores how they came to be and where they end up.  This includes a discussion of black holes and galaxies.
Earth geological and climatic history,Cosmology and astronomy,x860f890e,https://www.khanacademy.org/science/cosmology-and-astronomy/earth-history-topic,earth-history-topic,What is the Earth made up of and how do we know?  What causes the seasons?  Are there longer-ranging cycles in Earth's climate?
Life on earth and in the universe,Cosmology and astronomy,xc2dac31d,https://www.khanacademy.org/science/cosmology-and-astronomy/life-earth-universe,life-earth-universe,When and how did life emerge on Earth?  How did humanity develop a civilization?  Is there other intelligent life out there?
Introduction to electrical engineering,Electrical engineering,x92dcf0b7,https://www.khanacademy.org/science/electrical-engineering/introduction-to-ee,introduction-to-ee,A summary of the math and science preparation that will help you have the best experience with electrical engineering taught on Khan Academy. Become familiar with engineering numbers and notation  and learn about the two most important electrical quantities: current and voltage.
Circuit analysis,Electrical engineering,x5ed2e43e,https://www.khanacademy.org/science/electrical-engineering/ee-circuit-analysis-topic,ee-circuit-analysis-topic,Circuit analysis is the process of finding all the currents and voltages in a network of connected components. We look at the basic elements used to build circuits  and find out what happens when elements are connected together into a circuit.
Amplifiers,Electrical engineering,xa23b5095,https://www.khanacademy.org/science/electrical-engineering/ee-amplifiers,ee-amplifiers,Amplifiers make signals bigger. Amplification is often the most basic operation of an electronic circuit. There are many kinds of amplifier designs. We will describe the operational amplifier  the building block of most analog electronics.
Semiconductor devices,Electrical engineering,x7520d812,https://www.khanacademy.org/science/electrical-engineering/ee-semiconductor-devices,ee-semiconductor-devices,
Electrostatics,Electrical engineering,x1ae4591a,https://www.khanacademy.org/science/electrical-engineering/ee-electrostatics,ee-electrostatics,Electrostatics is the study of forces between charges  as described by Coulomb's Law. We develop the concept of an electric field surrounding charges. We work through examples of the electric field near a line  and near a plane  and develop formal definitions of both *electric potential* and *voltage*.
Signals and systems,Electrical engineering,xa2487c41,https://www.khanacademy.org/science/electrical-engineering/ee-signals,ee-signals,Signals and Systems covers analog and digital signal processing  ideas at the heart of modern communication and measurement. We present the basic concepts for continuous-time and discrete-time signals in the time and frequency domains. Time and frequency are related by the Fourier transform.
Home-made robots,Electrical engineering,x7f8a9b2b,https://www.khanacademy.org/science/electrical-engineering/robots,robots,Start your own robotics project with Spout  Spider  and Bit-zee!
Lego robotics,Electrical engineering,x6714e769,https://www.khanacademy.org/science/electrical-engineering/lego-robotics,lego-robotics,Introduction to the Lego NXT robotics platform
Reverse engineering,Electrical engineering,xeb4f050d,https://www.khanacademy.org/science/electrical-engineering/reverse-engin,reverse-engin,Videos exploring the way things work.
Human anatomy and physiology,Health and medicine,x7e1f1da3,https://www.khanacademy.org/science/health-and-medicine/human-anatomy-and-physiology,human-anatomy-and-physiology,Get introduced to the major organ systems of the human body! You’ll learn some general anatomy (a roadmap of your body)  learn how the arm bone actually connects to the shoulder bone  and how the different organs work together to keep you alive. Watch some videos  read some articles  try some flashcards  and then quiz yourself!
Advanced circulatory system physiology,Health and medicine,x3ab6bf15,https://www.khanacademy.org/science/health-and-medicine/circulatory-system,circulatory-system,Your heart sits in the middle of your chest and pumps blood from about 4 weeks after conception until the day that you die. This little pump is the size of your clenched fist and it never stops. Watch these videos to learn more about how the heart works  blood flow in arteries and veins  blood pressure  and lymphatics.
Circulatory system diseases,Health and medicine,xc0eb445e,https://www.khanacademy.org/science/health-and-medicine/circulatory-system-diseases,circulatory-system-diseases,With the heart pumping 24/7  it’s crucial that things flow smoothly (pun intended!). Unfortunately  this isn’t always the case. The underlying reasons for circulatory system problems vary from your genes to your lifestyle. To combat this growing problem in the world  we need a better understanding of these diseases.
Advanced respiratory system physiology,Health and medicine,xd590f813,https://www.khanacademy.org/science/health-and-medicine/respiratory-system,respiratory-system,With every inhale  air rushes through your windpipe to your lungs. After 20 to 30 branch points  oxygen diffuses into the liquid around the alveoli and slips into your blood. Carbon dioxide travels from the blood to the air and leaves the body when you exhale. Learn more about the respiratory system in these videos!
Respiratory system diseases,Health and medicine,x087fd35e,https://www.khanacademy.org/science/health-and-medicine/respiratory-system-diseases,respiratory-system-diseases,If any part of the respiratory system isn’t working properly  a person can be left feeling short of breath. The lungs are also exposed to the outside environment  making them prone to infections. Learn more about diseases of the lungs and how modern medicine helps to keep them healthy!
Advanced hematologic system physiology,Health and medicine,xc2c4a896,https://www.khanacademy.org/science/health-and-medicine/advanced-hematologic-system,advanced-hematologic-system,It takes 30 to 60 seconds for your blood to travel from your heart to your body and back again. Hemoglobin  the protein in our blood cells  can bind oxygen and carbon dioxide. Blood is about 45% cells and 55% plasma  so the adage “blood is thicker than water” holds true in scientific terms! Learn more about how this system works in these videos.
Hematologic system diseases,Health and medicine,x5dca0fcf,https://www.khanacademy.org/science/health-and-medicine/hematologic-system-diseases-2,hematologic-system-diseases-2,Blood acts as a highway for medicine  stops bleeding  fights infections  and much more. But things can go wrong with blood too! The many types of cells in blood means that blood diseases produce a variety of symptoms. Learn about blood diseases  how they are diagnosed  and the ways health professionals treat these conditions.
Advanced endocrine system physiology,Health and medicine,xe6b41d69,https://www.khanacademy.org/science/health-and-medicine/advanced-endocrine-system,advanced-endocrine-system,You can’t really point to any single organ as “the endocrine system ” because they’re actually a family of glands that secrete hormones into the body. Hormones travel through the bloodstream to interact with specific target cells and organs. This signaling system helps to keep the entire body well-balanced and on the same page.
Endocrine system diseases,Health and medicine,x9a21c60d,https://www.khanacademy.org/science/health-and-medicine/endocrine-system-diseases,endocrine-system-diseases,The most common endocrine system disease is Diabetes Mellitus. There are two types of diabetes that arise from distinct biological contexts. Both result in an inability to produce any or enough insulin to regulate blood glucose levels. This disease can cause problems with kidneys  eyesight  circulatory dysregulation  and more.
Advanced nervous system physiology,Health and medicine,xb5ddd610,https://www.khanacademy.org/science/health-and-medicine/nervous-system-and-sensory-infor,nervous-system-and-sensory-infor,There are about 85 billion neurons in your brain  and they’re sending electrical signals in your body right now! They tell your eyes to move across this page  interpret the words that you read  maintain your posture...all in a fraction of a second. In this section we’ll explore this vast  complex system from the cellular to the sensory level.
Nervous system diseases,Health and medicine,x942fead4,https://www.khanacademy.org/science/health-and-medicine/nervous-system-diseases,nervous-system-diseases,Being human is more than being a brain in a jar  but when things go wrong with the nervous system  the whole organism suffers. Problems with a part of your nervous system can cause you to have trouble moving  speaking  swallowing  breathing or learning. Use that grey matter to learn about Parkinson’s disease and Multiple Sclerosis.
Advanced gastrointestinal physiology,Health and medicine,xeed58500,https://www.khanacademy.org/science/health-and-medicine/gastro-intestinal-system,gastro-intestinal-system,Do you live to eat  or eat to live? Either way  no one can deny the importance of food and water in our everyday lives. The energy from food is carefully extracted through ingestion  digestion  and absorption  and requires one long tube with some organs attached. Go ahead and grab a bite to eat before we get started…
Gastrointestinal system diseases,Health and medicine,x0a1e9875,https://www.khanacademy.org/science/health-and-medicine/gastrointestinal-system-diseases,gastrointestinal-system-diseases,The second tube formed during embryonic development is the one that will form our gastrointestinal tract. It starts at the mouth  includes the esophagus  stomach  accessory organs of the gut  and intestines  but sometimes things go wrong. Be gutsy and come learn about different diseases of the gastrointestinal tract with us!
Advanced muscular-skeletal system physiology,Health and medicine,xba4fce84,https://www.khanacademy.org/science/health-and-medicine/advanced-muscular-system,advanced-muscular-system,Learn how our muscles work from the cellular level to executing a kick or a dance move. Discover how our brain tells muscle to contract  and how that helps us respond to changes in temperature or even a lion chasing us
Muscular-skeletal diseases,Health and medicine,xbc12d55f,https://www.khanacademy.org/science/health-and-medicine/muscular-skeletal-diseases,muscular-skeletal-diseases,Did anyone ever tell you that cracking your knuckles would give you arthritis? Turns out  knuckle cracking has no harmful effects  but arthritis is one of a group of diseases that affect joints  muscles  and bones called musculoskeletal diseases. In this section  you’ll learn about the symptoms  causes and treatments for these diseases.
Executive systems of the brain,Health and medicine,xcb978a6e,https://www.khanacademy.org/science/health-and-medicine/executive-systems-of-the-brain,executive-systems-of-the-brain,Aristotle said that what separates humans from other animals is our ability to engage in high reasoning. This reasoning includes problem solving  making decisions  and recalling memories. Learn about different states of consciousness and how our brain responds and adapts to stimuli.
Mental health,Health and medicine,xf84c16ab,https://www.khanacademy.org/science/health-and-medicine/mental-health,mental-health,In our culture  mental health is a crucial component of a person’s wellness. It includes our emotional  psychological  and social well-being. It helps to determine how we handle stress  relate to others  and make choices. In this section we’ll explore drug abuse  depression  dementia and so much more. Keep an open mind and join us!
Infectious diseases,Health and medicine,x25966750,https://www.khanacademy.org/science/health-and-medicine/infectious-diseases,infectious-diseases,There's an intricate dance between humans  viruses  bacteria  molds  and even tiny worms! They want to survive and replicate just like humans do... and this is why they cause infections. From the flu to HIV  we’ll explore the underlying mechanisms that these creepy crawlies use to reproduce and spread.
Lab values and concentrations,Health and medicine,x73c2340a8f9d5abd,https://www.khanacademy.org/science/health-and-medicine/lab-values-unit,lab-values-unit,
Current events in health and medicine,Health and medicine,xca183e7b,https://www.khanacademy.org/science/health-and-medicine/current-issues-in-health-and-medicine,current-issues-in-health-and-medicine,The discovery of penicillin  the first true antibiotic  by Alexander Fleming in 1928 marked the beginning of a medical revolution. The history of vaccines  however  goes all the way back to the 1100’s. Learn more about some of the current issues in health and medicine including antibiotic resistance and vaccine coverage.
Health care system,Health and medicine,xc0821436e29de7cc,https://www.khanacademy.org/science/health-and-medicine/health-care-system-unit,health-care-system-unit,
Miscellaneous,Health and medicine,xb6e3f4caf1587ad6,https://www.khanacademy.org/science/health-and-medicine/healthcare-misc-unit,healthcare-misc-unit,
Atomic structure and properties,AP®︎ Chemistry beta,x7eb7ced14f34fdaa,https://www.khanacademy.org/science/ap-chemistry-beta/x2eef969c74e0d802:atomic-structure-and-properties,x2eef969c74e0d802:atomic-structure-and-properties,This unit explores the atomic theory of matter  the foundational premise of chemistry. Learn about moles and molar mass  mass spectrometry  percent composition and empirical formulas  electron configurations  photoelectron spectroscopy  periodic trends  and more. Practice what you’ve learned and study for the AP Chemistry exam with more than 100 AP-aligned questions.
Molecular and ionic compound structure and properties,AP®︎ Chemistry beta,xc671becdd7bacce0,https://www.khanacademy.org/science/ap-chemistry-beta/x2eef969c74e0d802:molecular-and-ionic-compound-structure-and-properties,x2eef969c74e0d802:molecular-and-ionic-compound-structure-and-properties,This unit examines how atomic structure relates to the macroscopic properties of substances. Learn about chemical bonding  the structures of metals and alloys  Lewis diagrams  resonance and formal charge  VSEPR  and more. Practice what you’ve learned and study for the AP Chemistry exam with more than 85 AP-aligned questions.
Intermolecular forces and properties,AP®︎ Chemistry beta,x2cee12fa57d910ee,https://www.khanacademy.org/science/ap-chemistry-beta/x2eef969c74e0d802:intermolecular-forces-and-properties,x2eef969c74e0d802:intermolecular-forces-and-properties,This unit explores the factors that determine the physical properties of matter. Learn about intermolecular forces  the ideal gas law  solutions and mixtures  chromatography  and more. Practice what you’ve learned and study for the AP Chemistry exam with more than 80 AP-aligned questions.
23andMe,Science & engineering partners,x9a47078840c099cd,https://www.khanacademy.org/partner-content/23andme,23andme,Genetics has come a long way since Mendel and his peas. 23andMe’s mission is to help people access  understand and benefit from the human genome.
American Museum of Natural History,Science & engineering partners,x1dd6613c,https://www.khanacademy.org/partner-content/amnh,amnh,The American Museum of Natural History in New York City is one of the world's preeminent scientific  educational  and cultural institutions  drawing millions of visitors each year. Visit amnh.org for more information.
California Academy of Sciences,Science & engineering partners,xd9c94318,https://www.khanacademy.org/partner-content/cas-biodiversity,cas-biodiversity,The California Academy of Sciences is a renowned scientific and educational institution with a mission to explore  explain  and sustain life. Based in San Francisco  it is home to an aquarium  planetarium and natural history museum as well as innovative scientific research and education programs all under one living roof. The Academy is also home to nearly 46 million scientific specimens from around the world; essential tools for comparative studies on the history and future of life on Earth. The Academy’s Biodiversity Course encourages students of all ages to explore the natural world and become active stewards of the environment and is supported by the Global Environmental Literacy Initiative  with major funding provided by the Pisces Foundation.
Exploratorium,Science & engineering partners,x41337c2e,https://www.khanacademy.org/partner-content/exploratorium-ddp,exploratorium-ddp,The Exploratorium is a 21st-century learning laboratory and museum based in San Francisco. Since 1969  we’ve offered visitors and learners around the world the opportunity to experience everyday scientific phenomena firsthand through creative  thought-provoking exhibits  educational tools  and programs. We promote an inquiry-based approach to learning—one that ignites curiosity about the world around us  encourages exploration  and leads to profound discoveries.  The science "snacks" on this website are fun  hands-on activities developed and thoroughly tested by the Exploratorium Teacher Institute. Dive in and discover what we're all about!
LeBron asks,Science & engineering partners,xc579d153,https://www.khanacademy.org/partner-content/lebron-asks-subject,lebron-asks-subject,LeBron James asks questions about math and science  and we answer!
MIT+K12,Science & engineering partners,xf3c15d4e,https://www.khanacademy.org/partner-content/mit-k12,mit-k12,MIT+K12 is collaborating with Khan Academy to provide experiential materials to complement their virtual offerings.
NASA,Science & engineering partners,x1b441846,https://www.khanacademy.org/partner-content/nasa,nasa,NASA's vision is to reach for new heights and reveal the unknown so that what we do and learn will benefit all humankind.  This section contains a series of tutorials on astronomy and space exploration developed in collaboration with NASA
NOVA Labs,Science & engineering partners,x6aa3b8f3,https://www.khanacademy.org/partner-content/nova,nova,What do you get when you combine science-based games and research activities with the most popular science series on American television? You get NOVA Labs  a free digital platform where anyone can actively participate in science. Predict solar storms  design renewable energy systems  track cloud movements  design biomolecules and more. Watch our videos  then visit the NOVA Labs website to see how you can take part in real-world investigations by visualizing  analyzing  and playing with the same data that scientists use.
Stanford School of Medicine,Science & engineering partners,xbb5b204c,https://www.khanacademy.org/partner-content/stanford-medicine,stanford-medicine,Stanford is collaborating with Khan Academy to provide free health and medicine content to anyone  anywhere.
Breakthrough Junior Challenge,Science & engineering partners,x4c51c62a,https://www.khanacademy.org/partner-content/bjc,bjc,The Breakthrough Junior Challenge is an annual challenge that invites students  ages 13-18  to share their passion for math and science with the world!
